from_taxon,Bacteroides,Prevotella,Faecalibacterium,Roseburia,Blautia,Agathobacter,Subdoligranulum,Ruminococcus,Ruminococcus_gnavus_group,Ruminococcaceae_UCG-002,Ruminococcaceae_UCG-005,Ruminococcaceae_NK4A214_group,Lachnospira,Lachnospiraceae_NK4A136_group,Lachnospiraceae_UCG-001,Lachnospiraceae_UCG-004,Lachnoclostridium,Eubacterium_hallii_group,Eubacterium_eligens_group,Eubacterium_coprostanoligenes_group,Coprococcus,Anaerostipes,Dorea,Fusicatenibacter,Butyricicoccus,Christensenellaceae_R-7_group,Oscillibacter,Dialister,Veillonella,Megamonas,Phascolarctobacterium,Parabacteroides,Alistipes,Barnesiella,Odoribacter,Butyricimonas,Bilophila,Desulfovibrio,Sutterella,Parasutterella,Akkermansia,Bifidobacterium,Collinsella,Eggerthella,Enterococcus,Streptococcus,Lactobacillus,Enterobacter,Escherichia_Shigella,Klebsiella,Citrobacter,Clostridium_sensu_stricto_1,Clostridioides,Peptostreptococcus,Finegoldia,Paraprevotella,Romboutsia,Turicibacter,Holdemanella,Intestinibacter,Catenibacterium,Anaerotruncus,Parvimonas,Fusobacterium,Haemophilus,Campylobacter,Helicobacter,Methanobrevibacter,Anaerococcus,Porphyromonas,Alloprevotella,Granulicatella,Actinomyces,Bacillus,Staphylococcus,Corynebacterium,Pseudomonas,Acinetobacter,Enterocloster,Flavonifractor,Butyrivibrio,Clostridiales_vadinBB60_group,Family_XIII_AD3011_group,Monoglobus,Bacteroidetes_unclassified,Firmicutes_unclassified,Lachnospiraceae_unclassified,Ruminococcaceae_unclassified,Bacteroidales_unclassified,Proteobacteria_unclassified,Actinobacteria_unclassified,Verrucomicrobia_unclassified,Erysipelotrichaceae_UCG-003,Erysipelotrichaceae_UCG-006,Erysipelatoclostridium,Senegalimassilia,Slackia,Gordonibacter,Anaerobutyricum,Coprobacter,Murimonas,Anaerofustis,Pseudoflavonifractor,Oscillospira,Anaeroplasma,UCG-010,UCG-014,UCG-003,UCG-009,UCG-013,UCG-007,Rikenellaceae_RC9_gut_group,Candidatus_Saccharimonas,Mitsuokella,Succinivibrio,Succiniclasticum,Victivallis,Anaerovorax,Howardella,Butyricimonas_group
Staphylococcus,0.02938923,0.03652939,0.03418596,0.00547156,0.01494060,0.01043239,0.01237601,0.02845493,-0.00041998,0.00112733,-0.00012160,-0.00088203,0.00153758,0.00044266,0.00121847,-0.00000944,0.00104559,0.00257552,-0.00007699,-0.00030156,0.00146823,0.00366075,0.00019590,-0.00000304,0.00065084,0.00553263,0.00380422,-0.00175458,0.00745447,0.00104324,-0.00187312,0.00592813,-0.00705091,0.00007360,0.00044340,-0.00067967,0.00559826,-0.00021935,0.00399263,0.00390248,0.00919667,-0.00818567,0.00279651,0.00079794,-0.01486193,-0.01658246,-0.00247682,-0.00289859,-0.01191720,0.00073937,-0.00507229,0.00048374,0.00005393,-0.00068884,0.00005419,-0.00050526,-0.00001086,0.00031869,0.00010160,-0.00044508,0.00097225,0.00104303,-0.00017028,0.00063584,-0.00175010,-0.00002411,0.00030364,0.00255615,-0.00271077,-0.00122600,-0.00079023,0.00069933,-0.00010007,0.00021734,-0.06757248,-0.00265620,-0.02796644,-0.00842894,-0.00047433,-0.00008727,0.00117587,0.00027738,-0.00006662,0.00000000,0.00013536,0.00011232,0.00005487,0.00077589,-0.00011118,0.00030888,-0.00002717,0.00214901,-0.00004027,0.00072492,0.00026454,0.00030669,0.00025511,0.00004198,0.00199659,-0.00025822,-0.00031144,0.00051408,0.00197984,-0.00022525,0.00108575,0.00010961,0.00135430,0.00000094,0.00004711,-0.00066139,0.00027881,0.00345165,0.00079614,0.00071840,-0.00118892,0.00000000,-0.00001102,0.00007591,0.00044101,0.00008141
Corynebacterium,0.10869383,0.15579670,-0.03672010,-0.01847219,-0.00440674,0.00515424,-0.02318055,-0.01681603,0.00014010,-0.00065805,0.00112205,0.00016627,-0.00258824,-0.00062548,-0.00096741,-0.00023581,-0.00235778,0.00095955,-0.00013341,-0.00000951,0.00104761,-0.00891669,0.00000000,0.00000000,-0.00070648,-0.00739356,-0.00065703,0.01936244,0.01862088,0.02734832,0.01202851,-0.00346880,0.01123574,0.00003770,0.00086624,0.00317148,-0.00691425,0.00012256,-0.00693417,-0.00423360,0.00704078,0.00474523,0.00582032,0.00302475,-0.01416940,-0.01974914,-0.00279223,-0.00546674,-0.06279426,0.00480451,-0.02849047,-0.00013533,0.00000751,0.00059705,-0.00156330,0.00379107,-0.00472320,0.00002765,0.00110834,0.00074064,-0.00026154,0.00164082,0.00015160,-0.00154854,0.00409188,0.00002570,0.00019445,-0.01534509,-0.00425674,-0.00049352,0.00106683,0.00107461,-0.00012395,-0.00036872,-0.01049504,-0.02420599,-0.01914814,0.02625708,-0.00064137,0.00002910,-0.00137605,0.00021707,0.00003138,0.00000000,0.00000000,-0.00171478,0.00014121,-0.00005425,0.00056281,0.00025002,-0.00003865,-0.00439037,-0.00002913,-0.00183623,-0.00068070,-0.00237916,-0.00147843,0.00030768,-0.00307811,-0.00027997,0.00063438,0.00131584,-0.00151673,0.00013053,-0.00283449,-0.00099994,-0.00129193,0.00003138,-0.00027676,0.00030749,0.00019389,0.00330235,-0.00157429,0.00000501,0.00825030,0.00000000,0.00008052,0.00039511,-0.00053682,-0.00011738
Pseudomonas,0.03485202,0.07429155,-0.00710539,0.01074608,-0.03917822,0.00181181,-0.00171109,0.00260522,-0.00022745,-0.00169816,0.00000000,-0.00117740,-0.00025835,-0.00086170,-0.00186445,-0.00012406,-0.00419730,0.00217136,-0.00058568,-0.00001726,0.00115044,-0.00524299,0.00000000,0.00000000,-0.00001936,0.00584807,-0.00314366,0.00486235,0.02695654,0.01342819,0.00431002,-0.00537831,-0.00632142,0.00005572,0.00251850,0.00169670,-0.00102110,0.00016869,-0.00647141,-0.00516451,0.00591188,0.00227389,-0.00505525,-0.00032882,-0.00512241,-0.00761684,0.00093040,0.00210575,-0.01743971,-0.00146783,-0.00182996,-0.00035533,-0.00005708,0.00265642,-0.00059647,0.00037697,-0.00149186,0.00049493,-0.00028824,0.00082644,0.00077385,0.00013744,0.00001065,-0.00097266,0.00065956,0.00013087,-0.00151253,0.00168956,-0.00104265,-0.00015421,-0.00062166,0.00164790,-0.00031048,0.00117383,0.02410958,-0.00804506,-0.04530328,0.02835534,-0.00018129,0.00001322,0.00021766,-0.00009233,0.00014385,0.00000000,-0.00020856,-0.00023815,-0.00004007,0.00034790,0.00025421,0.00104536,0.00146484,-0.00135426,0.00000649,0.00023748,-0.00052424,-0.00238235,-0.00033469,0.00003257,-0.00408210,-0.00161167,-0.00001194,-0.00146138,0.00235999,-0.00007364,-0.00118343,0.00021979,-0.00576902,-0.00010842,0.00007053,-0.00007120,0.00009509,0.00272054,-0.00176632,-0.00002296,0.00487270,0.00000000,0.00009645,-0.00022995,-0.00003875,0.00118742
Acinetobacter,0.08482240,0.07244406,-0.00366279,-0.00340203,0.00576267,-0.01343736,0.00116318,-0.01999073,-0.00022097,-0.00133956,0.00049118,0.00249586,-0.00219112,-0.00053625,0.00032416,0.00027077,0.00071924,-0.00495603,0.00022231,0.00032212,0.00115170,-0.00298120,0.00028951,0.00000036,0.00044468,-0.00765995,-0.00018105,0.00499138,0.00245587,0.00487694,-0.00946998,0.00570721,0.02075499,0.00003042,-0.00005726,-0.00057753,0.00140957,-0.00044031,0.00308220,-0.00248836,-0.01235119,0.00703594,0.00534494,0.00114038,-0.00601723,-0.01513812,-0.00275639,0.00155990,-0.00460193,0.00006354,-0.00802153,-0.00109748,0.00002411,-0.00201309,0.00023891,-0.00052957,0.00027583,0.00016953,0.00072076,-0.00177465,-0.00014145,-0.00060492,0.00010037,-0.00012453,0.00367252,-0.00135064,0.00316255,-0.00540616,0.00696992,-0.00033599,-0.00220966,0.00069405,0.00075380,-0.00065503,-0.00544696,0.00147002,-0.04001623,-0.03551636,0.00030652,-0.00006652,-0.00064468,0.00073227,0.00071623,0.00000000,0.00046233,0.00030174,0.00007604,0.00098454,-0.00069960,-0.00051164,-0.00063778,-0.00210949,0.00001337,-0.00035997,-0.00017946,-0.00172942,-0.00044019,0.00000138,0.00022951,-0.00021891,0.00271889,0.00036497,0.00156935,0.00016502,-0.00001033,-0.00012826,-0.00046495,0.00104501,0.00000000,-0.00058795,-0.00011142,0.00073082,0.00135613,0.00003264,-0.00006655,0.00000000,-0.00018324,-0.00000873,-0.00056713,0.00069776
Enterocloster,-0.00700556,-0.18954113,0.01871533,-0.00817612,0.01143980,0.01268143,0.01330321,0.01372456,0.00000000,0.00103078,-0.00094377,0.00000000,0.00091098,0.00072300,0.00102666,0.00000000,0.00181879,0.00046769,0.00011568,-0.00010132,0.00031812,0.00259970,-0.00046605,0.00000000,0.00000000,0.00305106,0.00180750,-0.01166762,-0.01455047,-0.02006334,-0.00473289,0.00644917,0.00323773,0.00000000,0.00045358,-0.00163245,-0.00176645,0.00000000,0.00418808,0.00145924,0.00431562,-0.00011103,-0.00685947,-0.00028300,0.00186946,0.00998973,0.00162045,0.00256481,0.02054958,0.00100665,0.01009312,-0.00173807,0.00011385,-0.00003425,-0.00122401,-0.00605773,0.00001446,0.00000000,0.00027760,-0.00009765,0.00005784,-0.00388427,0.00000000,0.00005784,-0.00033107,0.00219147,0.00202440,0.00643471,0.00461293,0.00251875,0.00016666,0.00056334,0.00035206,0.00036150,0.01946941,0.00256885,0.00512584,-0.00621684,-0.00074724,-0.00048176,0.00099774,-0.00023490,0.00000000,0.00000000,-0.00011795,0.00075192,0.00000000,0.00000000,-0.00011637,0.00004338,0.00111398,0.00104366,-0.00001739,0.00070854,-0.00094985,-0.00013026,0.00008676,0.00008676,0.00185088,0.00000000,-0.00191043,0.00134478,0.00005784,-0.00150855,0.00022568,0.00000000,0.00205956,0.00000000,0.00000000,-0.00124125,0.00000000,-0.00115628,0.00030324,-0.00134568,-0.00201915,0.00000000,0.00000000,0.00000000,0.00001146,-0.00010596
Flavonifractor,-0.02297417,-0.00247211,-0.01987487,-0.02416608,-0.06047752,-0.00010116,0.00000000,-0.00356313,0.00000000,-0.00007133,0.00383344,0.00000000,0.00000000,0.00000000,-0.00067359,0.00000000,-0.00036418,-0.00038179,0.00000000,-0.00350090,0.00000000,-0.00356161,-0.00080350,0.00000000,0.00000000,0.00000000,0.00210719,0.00554979,-0.01131927,0.00075609,-0.01367265,0.00000000,0.00510420,0.00005344,0.00058705,-0.00575909,-0.00246551,0.00000000,0.01047229,0.00389280,0.00620718,0.00190780,-0.00666727,-0.00306783,0.00645866,0.00390389,0.00586933,0.00042351,-0.00092076,-0.00019383,-0.00104031,0.00191902,-0.00047842,0.00069581,-0.00605082,0.01147211,0.00000000,0.00000000,0.00036116,0.00135603,0.00000000,-0.00644742,0.00000000,0.00000000,0.02907251,0.00229319,0.00006015,0.00000000,0.00752274,-0.00377193,0.00017542,-0.00079039,0.00007923,-0.00019883,0.08444198,0.00185154,-0.00076118,0.03531817,0.00258083,-0.01203071,0.00000000,-0.00091407,0.00000000,0.00000000,-0.00278939,-0.00008915,0.00000000,0.00000000,-0.00629511,-0.00077235,-0.00125496,-0.00045177,-0.00002785,0.00000000,-0.00220427,0.00710268,0.00000000,-0.00006116,0.00000000,0.00001946,-0.00332368,0.00000000,0.00000000,-0.00593120,-0.00076370,0.00000000,-0.00069090,0.00071798,0.00000000,-0.00099505,0.00000000,0.00085030,-0.00015406,0.00128982,0.01601329,0.00000000,0.00000000,0.00000000,-0.00293740,-0.00689077
Butyrivibrio,0.04969880,0.00016669,-0.02958086,0.00246043,-0.00711880,-0.03272826,-0.03542534,-0.02942907,-0.00525829,0.00046792,0.00000000,-0.00222661,0.00381281,-0.00047778,0.00395561,0.00006700,0.00387792,-0.00255630,0.00135794,0.00002545,0.00286454,-0.01170513,0.00000000,0.00000000,-0.00145096,-0.01174502,0.00388623,0.00231446,0.00277313,-0.00076798,0.00847561,-0.00829549,0.04716189,-0.00009430,-0.00313944,-0.00003301,0.00714089,0.00350950,-0.01208801,-0.01794034,0.00116009,0.01176885,0.01926237,-0.00061389,0.00389045,0.01863483,0.00770026,-0.01760551,0.00991619,0.00227208,-0.00233947,-0.00004772,-0.00004901,-0.00519677,0.00010193,0.00108234,-0.00283771,0.00276710,0.00312980,-0.00342319,-0.00063056,0.00001219,-0.00034300,-0.00365848,-0.01792448,0.00081053,0.00977627,-0.00964859,0.00172407,-0.00661049,-0.00127584,-0.00048478,0.00055863,0.00100236,-0.04980842,-0.00035201,0.05419146,0.01824486,-0.00020785,0.00000000,-0.01112702,-0.00047578,-0.00177564,0.00000000,-0.00049386,0.00186495,0.00006688,-0.00175230,-0.00003034,0.00023234,-0.00016573,0.00140632,-0.00001070,-0.00068190,-0.00152288,-0.00253505,0.00044064,0.00005389,-0.00749681,0.00360183,-0.00081385,0.00308035,-0.00010282,0.00001115,-0.01279363,-0.00054297,0.00366144,-0.00154133,-0.00010164,0.00105289,-0.00004364,-0.00956991,-0.00033952,0.00026281,-0.00016011,0.00000000,0.00000000,-0.00004667,-0.00036996,0.00007974
Clostridiales_vadinBB60_group,0.00439548,-0.00908342,-0.00769671,-0.00001769,-0.03328313,-0.00547588,-0.00693876,-0.00127600,-0.00398008,0.00000000,-0.00012800,-0.00244157,0.00000000,0.00033364,-0.00000356,0.00030871,0.00003289,-0.00018013,0.00000244,0.00000000,-0.00136638,-0.00016898,-0.00000622,0.00000000,-0.00135318,0.00000000,-0.00000089,-0.00232188,-0.00122670,-0.00102767,-0.00078701,-0.00067511,-0.00567119,-0.00000533,-0.00009682,-0.00006667,-0.00033743,-0.00028142,0.00800779,-0.00009551,-0.00305710,-0.01247504,-0.00210356,0.00074998,0.00669069,0.01022384,-0.00185907,0.00002839,0.01444310,0.00008992,-0.00116571,-0.00001067,0.00000000,-0.00431823,-0.00046310,-0.00025244,0.00000122,-0.00084272,-0.00029142,-0.00096816,0.00002839,-0.00007378,-0.00005107,0.00000000,-0.00035902,-0.00001600,-0.00069490,0.00000000,-0.01147141,0.00076444,-0.00254801,-0.00009637,0.00000000,0.00201690,0.00828654,-0.00023547,0.04109426,0.00556091,0.00000000,-0.00000178,-0.00077543,-0.00095632,-0.00269413,0.00000000,0.00049027,0.00055481,-0.00010283,-0.00125252,-0.00048716,0.00000000,0.00096776,0.00000000,0.00000000,-0.00083648,-0.00120668,0.00000000,0.00000000,0.00000000,-0.00250068,-0.00010553,-0.00098691,-0.00069712,0.00266563,0.00002750,0.00000000,0.00000000,-0.00045209,-0.00154196,0.00000000,-0.00004267,-0.00066803,-0.00105931,0.00000000,-0.00000356,-0.00031533,0.00000000,0.00000000,-0.00000762,-0.00221589,-0.00001067
Family_XIII_AD3011_group,-0.15513886,0.00000000,-0.02675423,-0.00560881,0.01397782,-0.00155548,-0.00820827,-0.00227826,-0.00207719,0.00026244,0.00000000,-0.00086532,0.00000000,0.00216149,0.00000000,-0.00039431,-0.00016760,-0.00005413,-0.00000712,0.00000000,-0.00006087,0.00028109,0.00000000,0.00000000,-0.00164753,0.00000000,0.00000000,-0.00289008,-0.00001576,0.00000000,0.00210174,-0.01581235,-0.00991761,0.00000000,-0.00014144,0.00000000,-0.00244842,0.00000289,0.00322063,0.00000000,-0.00633305,-0.00527378,-0.00202957,-0.00091620,0.02455714,0.02810613,0.00889095,-0.00001576,0.03276160,0.00124517,0.00062573,0.00000000,0.00000000,-0.00227101,-0.00047931,0.00000000,0.00000000,-0.00083266,-0.00048868,-0.00041482,-0.00001576,0.00000000,-0.00012398,0.00000000,0.00000000,0.00000000,-0.00085620,0.00012980,0.00650439,-0.00023950,-0.00038160,0.00003645,0.00000000,0.00005294,0.03554062,-0.00002255,0.09169180,0.01021031,0.00000000,0.00000000,0.00119671,-0.00015824,-0.00116794,0.00000000,-0.00030610,0.00027540,0.00022882,-0.00120708,-0.00053637,0.00000000,-0.00069157,0.00000000,0.00000000,-0.00064066,-0.00017234,0.00000000,0.00000000,0.00000000,-0.00031868,-0.00042285,-0.00147667,0.00001295,-0.00095713,-0.00003477,0.00000000,0.00000000,0.00077822,-0.00014849,0.00000000,0.00000000,-0.00078442,0.00050769,0.00007478,0.00000000,-0.00000858,0.00000000,0.00000000,0.00000000,0.00084162,0.00000000
Monoglobus,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Bacteroidetes_unclassified,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Firmicutes_unclassified,-0.07620047,-0.00745585,-0.02324518,-0.00007783,-0.05007139,-0.01071872,-0.01920554,-0.05568164,0.00153256,-0.00128709,0.00000000,0.00055114,-0.00045730,-0.00213139,-0.00644596,0.00035839,-0.00225635,0.00181412,-0.00244761,0.00002672,-0.00439024,-0.00505230,0.00000000,0.00000000,0.00057318,-0.00406517,-0.00808488,-0.00539969,0.00194821,0.00815170,0.00124119,-0.00298076,-0.02903925,0.00000018,-0.00145203,0.00006501,0.00043487,0.00114266,-0.01202487,0.00296604,0.00429985,0.00670895,-0.00786558,-0.00021304,0.03041890,0.06777508,0.01821991,0.02479782,0.02511191,-0.00440518,-0.01054887,-0.00033775,-0.00001627,0.00388931,-0.00061526,0.00032335,-0.00123543,-0.00864643,-0.00181547,0.00312016,0.00540217,-0.00002251,0.00028359,-0.00716234,0.01106341,0.00024833,-0.00266049,0.00926790,0.02513618,0.01931589,0.00674936,0.00236590,0.00025330,-0.00464189,0.11416538,0.00653244,0.00654378,0.00498919,-0.00056382,0.00000000,0.00511196,-0.00117438,0.00003581,0.00000000,0.00003047,-0.01935310,-0.00015254,0.00053412,0.00016208,-0.00142895,0.00141708,-0.01521890,-0.00002273,0.00147010,0.00314094,-0.00736202,-0.00206033,0.00010910,-0.00753757,-0.00187111,0.00075212,0.00083872,-0.00807107,-0.00004078,0.00397291,0.00023807,-0.00105307,0.00037357,0.00000597,0.00118086,-0.00135081,-0.00187744,-0.00391125,-0.00056921,0.00048647,0.00000000,0.00014232,0.00140595,0.00083628,-0.00389604
Lachnospiraceae_unclassified,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
Ruminococcaceae_unclassified,-0.01782281,0.00000000,-0.02286924,0.00629119,0.00497620,-0.00373605,-0.00180241,-0.00343197,0.00102819,-0.00049279,0.00000000,0.00133627,0.00000000,-0.00011599,0.00000000,0.00011081,-0.00016111,-0.00000142,0.00001550,-0.00004519,-0.00071485,-0.00052610,0.00000000,0.00000000,0.00028970,0.00000000,-0.00018282,-0.00255315,0.00000000,0.00000000,0.00647560,-0.01638034,-0.01548268,0.00000000,-0.00004729,0.00000000,-0.00711293,-0.00128312,0.00482332,-0.00000942,-0.00211495,-0.00596201,-0.00272853,-0.00193883,0.02218326,0.00095926,0.00144307,-0.00008223,0.01032166,-0.00016547,-0.00052516,0.00000000,0.00000000,-0.00159181,-0.00022067,0.00000000,0.00000000,-0.00056062,0.00046226,-0.00036554,0.00000000,0.00000000,0.00047986,0.00000000,-0.00012331,0.00000000,0.00172858,-0.00017164,-0.00581004,-0.00011677,-0.00062076,0.00000000,0.00000000,0.00071957,0.02195566,0.00007436,0.01455879,0.00218076,0.00000000,0.00000000,-0.00010980,-0.00077957,-0.00088926,0.00000000,0.00005562,-0.00003335,0.00000000,-0.00136214,-0.00024694,0.00000000,-0.00005205,-0.00001130,0.00000000,-0.00022059,0.00505950,0.00000000,0.00000000,0.00000000,-0.00026605,-0.00099958,-0.00060980,0.00014848,-0.00125468,0.00009300,0.00000000,0.00000000,-0.00015081,-0.00034528,0.00000000,0.00000000,-0.00028099,-0.00083133,0.00000000,0.00000000,-0.00018136,0.00000000,0.00000000,-0.00000404,-0.00021353,0.00000000
Bacteroidales_unclassified,0.00178100,0.03930509,-0.00028049,0.01473921,-0.02920593,-0.00002096,0.00000000,0.00198270,-0.00002033,-0.00001278,-0.00198583,0.00000034,0.00000000,0.00000000,-0.00125079,0.00000000,0.00026617,0.00180513,0.00000000,-0.00109204,0.00000000,0.00301483,-0.00013633,-0.00000687,0.00000000,0.00000000,0.00142451,-0.00869113,-0.02895123,-0.00661547,-0.00813724,0.00000000,0.00490253,0.00001920,0.00047885,0.00514640,0.00180343,-0.00020413,0.01378918,0.00718750,0.00215354,-0.00433595,-0.00308643,-0.00612574,0.00263065,-0.01424113,-0.00369050,0.00174839,-0.02535532,-0.00440580,-0.00044038,0.00107777,-0.00019776,-0.00111993,0.00010677,0.00634678,0.00000000,0.00000000,-0.00062759,0.00132382,0.00000000,0.00088462,0.00000000,0.00000000,-0.01494811,-0.00105638,0.00004320,0.00000000,-0.00601174,-0.01200679,0.00053511,-0.00804518,-0.00072591,-0.00039748,-0.00537371,0.00039972,-0.00052762,0.00113755,0.00026923,-0.00714619,0.00000000,0.00026588,0.00000000,0.00000000,0.00047724,-0.00008573,0.00000000,0.00000000,-0.00774842,-0.00029278,-0.00153700,-0.00213499,-0.00016617,0.00000000,0.00020079,0.00194278,0.00000000,-0.00002831,0.00000000,0.00000231,0.00104838,0.00000000,0.00000000,0.00264828,0.00134229,0.00000000,-0.00119170,0.00040358,0.00000000,0.00061040,0.00000000,-0.00052225,0.00006580,0.00171817,0.00900850,0.00000000,0.00000000,0.00000000,-0.00139522,-0.00609630
Proteobacteria_unclassified,-0.09835721,0.00234607,-0.01381092,0.00893481,0.02916146,-0.00566149,0.01165282,-0.00270002,0.00000000,0.00046819,0.00000000,0.00000000,0.00287527,0.00084029,-0.00336351,0.00000000,0.00106036,0.00006248,0.00071729,0.00000000,-0.00229690,-0.00304283,0.00000000,0.00000000,0.00024597,-0.00756065,0.00285476,-0.00245692,0.00065996,-0.00061010,-0.00342784,-0.01905211,-0.00153372,-0.00035017,-0.00237410,-0.00031465,-0.00357883,0.00000249,0.00843412,0.00201459,0.00208217,-0.00008814,0.00142840,-0.00003133,0.00066448,0.00728143,-0.00577925,0.00066046,0.01649665,0.00083094,-0.01546884,0.00060374,0.00016621,-0.00189253,-0.00238003,0.00463619,0.00009159,-0.00366539,0.00086373,-0.00045410,0.00002481,0.00002313,0.00001339,-0.00128269,-0.00533394,0.00166042,0.00179305,0.00684447,0.00144159,0.00473609,0.00145220,-0.00007926,0.00099199,-0.00608442,-0.00400186,0.00334857,0.01021220,-0.00004954,-0.00067707,0.00000000,0.00028989,0.00000000,0.00000000,0.00000000,0.00000000,-0.00174917,0.00000000,0.00000000,0.00012601,-0.00115499,-0.00242127,-0.00890520,0.00000000,0.00225352,0.00000000,0.00021033,-0.00050696,0.00003170,0.00206840,0.00210757,0.00054281,0.00192252,-0.00637864,0.00000000,-0.00399998,0.00118726,-0.00083264,0.00000000,0.00000000,0.00001847,-0.00002862,0.01197541,-0.00042981,-0.00031347,-0.00028950,0.00000000,0.00001674,0.00000884,-0.00035095,-0.00168403
